time_s,P_ref,P_cmd,P_fw,P_mech,P_loss,P_loss_base,P_loss_standby,P_loss_bearing,P_loss_windage,P_loss_motor,P_loss_converter,P_loss_conversion,P_loss_total,omega,rpm,soc,energy_kwh,usable_energy_kwh,torque,dc_bus_voltage_v,charge_enabled,discharge_enabled,limit_reason_code,rated_limit_w,torque_limit_w,motor_current_limit_w,converter_current_limit_w,hardware_limit_w,soc_discharge_limit_w,soc_charge_limit_w,discharge_limit_w,charge_limit_w,dc_bus_load_power_w,dc_bus_source_power_w,dc_bus_balance_power_w,dc_bus_net_power_w
8,1029.5414,1029.5414,981.88402,-1076.8634,134.04761,134.04761,50,30.577775,53.469833,64.611802,30.367547,94.979349,229.02696,1748.6225,16698.115,0.93669467,1.0616947,0.93669467,0.61583525,395.23138,1,1,8,5000,14863.527,27978.403,15809.669,5000,5000,829.48097,5000,829.48097,1063.6667,0,1063.6667,-81.782672
8.1,1033.0412,1033.0412,986.75227,-1082.2025,134.0441,134.0441,50,30.576806,53.467292,64.932152,30.518111,95.450264,229.49436,1748.5947,16697.849,0.93666088,1.0616609,0.93666088,0.61889845,395.22155,1,1,8,5000,14863.291,27977.96,15809.255,5000,5000,831.58324,5000,831.58324,1064.4652,0,1064.4652,-77.712917
8.2,1036.4411,1036.4411,991.48079,-1087.3884,134.04057,134.04057,50,30.575833,53.46474,65.243307,30.664354,95.907661,229.94823,1748.5667,16697.582,0.93662695,1.061627,0.93662695,0.62187415,395.21221,1,1,8,5000,14863.055,27977.515,15808.862,5000,5000,833.69478,5000,833.69478,1065.2557,0,1065.2557,-73.774886
8.3,1039.7441,1039.7441,996.07365,-1092.4256,134.03703,134.03703,50,30.574856,53.462177,65.545535,30.806401,96.351936,230.38897,1748.5387,16697.314,0.93659289,1.0615929,0.93659289,0.62476489,395.20336,1,1,8,5000,14862.817,27977.068,15808.489,5000,5000,835.81532,5000,835.81532,1066.0381,0,1066.0381,-69.964453
8.4,1042.9534,1042.9534,1000.5348,-1097.3183,134.03348,134.03348,50,30.573875,53.459603,65.839099,30.944377,96.783476,230.81695,1748.5105,16697.045,0.93655868,1.0615587,0.93655868,0.62757319,395.19498,1,1,8,5000,14862.579,27976.619,15808.134,5000,5000,837.94459,5000,837.94459,1066.8124,0,1066.8124,-66.27759
8.5,1046.072,1046.072,1004.8683,-1102.0709,134.02991,134.02991,50,30.57289,53.45702,66.124256,31.0784,97.202656,231.23257,1748.4822,16696.775,0.93652435,1.0615243,0.93652435,0.63030148,395.18704,1,1,8,5000,14862.339,27976.168,15807.799,5000,5000,840.08236,5000,840.08236,1067.5786,0,1067.5786,-62.710364
8.6,1049.1027,1049.1027,1009.0777,-1106.6876,134.02633,134.02633,50,30.571901,53.454426,66.401255,31.20859,97.609845,231.63617,1748.4538,16696.504,0.93648988,1.0614899,0.93648988,0.63295213,395.17954,1,1,8,5000,14862.099,27975.716,15807.482,5000,5000,842.22837,5000,842.22837,1068.3367,0,1068.3367,-59.25894
8.7,1052.0484,1052.0484,1013.1669,-1111.1723,134.02273,134.02273,50,30.570909,53.451823,66.67034,31.33506,98.0054,232.02813,1748.4254,16696.232,0.93645529,1.0614553,0.93645529,0.63552746,395.17247,1,1,8,5000,14861.858,27975.262,15807.182,5000,5000,844.38238,5000,844.38238,1069.0865,0,1069.0865,-55.919577
8.8,1054.9117,1054.9117,1017.1395,-1115.5291,134.01912,134.01912,50,30.569912,53.44921,66.931749,31.457922,98.389671,232.40879,1748.3968,16695.959,0.93642058,1.0614206,0.93642058,0.63802974,395.1658,1,1,8,5000,14861.616,27974.806,15806.899,5000,5000,846.54418,5000,846.54418,1069.8281,0,1069.8281,-52.688631
8.9,1057.6953,1057.6953,1020.9989,-1119.7619,134.0155,134.0155,50,30.568913,53.446589,67.185712,31.577285,98.762997,232.7785,1748.3681,16695.685,0.93638576,1.0613858,0.93638576,0.64046117,395.15953,1,1,8,5000,14861.373,27974.348,15806.632,5000,5000,848.71354,5000,848.71354,1070.5614,0,1070.5614,-49.562553
9,1060.4016,1060.4016,1024.7485,-1123.8742,134.01187,134.01187,50,30.56791,53.443958,67.432455,31.693254,99.125709,233.13758,1748.3393,16695.411,0.93635082,1.0613508,0.93635082,0.64282387,395.15364,1,1,8,5000,14861.129,27973.889,15806.381,5000,5000,850.89023,5000,850.89023,1071.2864,0,1071.2864,-46.537886
9.1,1063.0333,1063.0333,1028.3918,-1127.8699,134.00822,134.00822,50,30.566903,53.441319,67.672196,31.805932,99.478129,233.48635,1748.3104,16695.135,0.93631576,1.0613158,0.93631576,0.64511995,395.14812,1,1,8,5000,14860.884,27973.429,15806.146,5000,5000,853.07406,5000,853.07406,1072.0031,0,1072.0031,-43.611268
9.2,1065.5925,1065.5925,1031.9319,-1131.7525,134.00457,134.00457,50,30.565894,53.438672,67.90515,31.91542,99.82057,233.82514,1748.2815,16694.858,0.9362806,1.0612806,0.9362806,0.64735142,395.14296,1,1,8,5000,14860.639,27972.967,15805.925,5000,5000,855.26482,5000,855.26482,1072.7114,0,1072.7114,-40.779427
9.3,1068.0816,1068.0816,1035.372,-1135.5254,134.0009,134.0009,50,30.564881,53.436016,68.131521,32.021815,100.15334,234.15423,1748.2524,16694.581,0.93624534,1.0612453,0.93624534,0.64952025,395.13815,1,1,8,5000,14860.393,27972.504,15805.719,5000,5000,857.46232,5000,857.46232,1073.4112,0,1073.4112,-38.039184
9.4,1070.5028,1070.5028,1038.7152,-1139.1919,133.99722,133.99722,50,30.563866,53.433353,68.351513,32.125211,100.47672,234.47394,1748.2233,16694.303,0.93620997,1.06121,0.93620997,0.65162836,395.13367,1,1,8,5000,14860.146,27972.039,15805.526,5000,5000,859.66636,5000,859.66636,1074.1026,0,1074.1026,-35.387447
9.5,1072.8583,1072.8583,1041.9643,-1142.7553,133.99353,133.99353,50,30.562847,53.430682,68.56532,32.2257,100.79102,234.78455,1748.1941,16694.024,0.93617451,1.0611745,0.93617451,0.65367761,395.12952,1,1,8,5000,14859.898,27971.573,15805.347,5000,5000,861.87675,5000,861.87675,1074.7855,0,1074.7855,-32.821214
9.6,1075.1501,1075.1501,1045.1224,-1146.2189,133.98983,133.98983,50,30.561826,53.428003,68.773131,32.323372,101.0965,235.08633,1748.1648,16693.744,0.93613895,1.0611389,0.93613895,0.6556698,395.12568,1,1,8,5000,14859.65,27971.105,15805.181,5000,5000,864.09333,5000,864.09333,1075.4599,0,1075.4599,-30.337567
9.7,1077.3802,1077.3802,1048.1921,-1149.5855,133.98612,133.98612,50,30.560802,53.425318,68.975132,32.418312,101.39344,235.37956,1748.1354,16693.464,0.93610329,1.0611033,0.93610329,0.65760668,395.12215,1,1,8,5000,14859.401,27970.637,15805.027,5000,5000,866.31592,5000,866.31592,1076.1258,0,1076.1258,-27.933674
9.8,1079.5505,1079.5505,1051.1762,-1152.8583,133.9824,133.9824,50,30.559775,53.422625,69.171501,32.510605,101.68211,235.66451,1748.106,16693.182,0.93606754,1.0610675,0.93606754,0.65948996,395.11891,1,1,8,5000,14859.151,27970.167,15804.886,5000,5000,868.54434,5000,868.54434,1076.783,0,1076.783,-25.60679
9.9,1081.6629,1081.6629,1054.0774,-1156.0402,133.97867,133.97867,50,30.558745,53.419925,69.36241,32.600333,101.96274,235.94141,1748.0765,16692.901,0.93603171,1.0610317,0.93603171,0.66132128,395.11595,1,1,8,5000,14858.901,27969.696,15804.756,5000,5000,870.77844,5000,870.77844,1077.4317,0,1077.4317,-23.354246
10,1083.7192,1083.7192,1056.8982,-1159.1338,133.97493,133.97493,50,30.557713,53.417219,69.548029,32.687574,102.2356,236.21054,1748.0469,16692.618,0.93599579,1.0609958,0.93599579,0.66310225,395.11327,1,1,8,5000,14858.65,27969.223,15804.638,5000,5000,873.01805,5000,873.01805,1078.0717,0,1078.0717,-21.173458
10.1,1085.7211,1085.7211,1059.6411,-1162.142,133.97119,133.97119,50,30.556679,53.414507,69.72852,32.772404,102.50092,236.47211,1748.0172,16692.335,0.93595979,1.0609598,0.93595979,0.66483441,395.11086,1,1,8,5000,14858.398,27968.75,15804.531,5000,5000,875.26303,5000,875.26303,1078.703,0,1078.703,-19.061918
10.2,1087.6703,1087.6703,1062.3084,-1165.0673,133.96743,133.96743,50,30.555642,53.411788,69.904041,32.854899,102.75894,236.72637,1747.9875,16692.051,0.9359237,1.0609237,0.9359237,0.66651927,395.10871,1,1,8,5000,14858.146,27968.275,15804.434,5000,5000,877.51323,5000,877.51323,1079.3256,0,1079.3256,-17.017196
10.3,1089.5684,1089.5684,1064.9025,-1167.9124,133.96367,133.96367,50,30.554603,53.409063,70.074744,32.93513,103.00987,236.97354,1747.9577,16691.766,0.93588754,1.0608875,0.93588754,0.66815828,395.1068,1,1,8,5000,14857.894,27967.8,15804.348,5000,5000,879.7685,5000,879.7685,1079.9395,0,1079.9395,-15.036937
10.4,1091.4169,1091.4169,1067.4257,-1170.6796,133.95989,133.95989,50,30.553561,53.406332,70.240779,33.013166,103.25395,237.21384,1747.9278,16691.481,0.9358513,1.0608513,0.9358513,0.66975285,395.10514,1,1,8,5000,14857.64,27967.323,15804.272,5000,5000,882.0287,5000,882.0287,1080.5446,0,1080.5446,-13.118861
10.5,1093.2174,1093.2174,1069.8801,-1173.3715,133.95611,133.95611,50,30.552517,53.403596,70.402288,33.089075,103.49136,237.44748,1747.8979,16691.196,0.93581499,1.060815,0.93581499,0.67130434,395.10372,1,1,8,5000,14857.387,27966.845,15804.206,5000,5000,884.2937,5000,884.2937,1081.1409,0,1081.1409,-11.260758
10.6,1094.9713,1094.9713,1072.2678,-1175.9902,133.95233,133.95233,50,30.551472,53.400854,70.559411,33.162923,103.72233,237.67466,1747.8679,16690.909,0.9357786,1.0607786,0.9357786,0.67281409,395.10252,1,1,8,5000,14857.132,27966.367,15804.149,5000,5000,886.56337,5000,886.56337,1081.7283,0,1081.7283,-9.460489
10.7,1096.68,1096.68,1074.591,-1178.538,133.94853,133.94853,50,30.550424,53.398106,70.712281,33.234772,103.94705,237.89558,1747.8379,16690.623,0.93574214,1.0607421,0.93574214,0.67428336,395.10154,1,1,8,5000,14856.878,27965.887,15804.101,5000,5000,888.83757,5000,888.83757,1082.307,0,1082.307,-7.7159829
10.8,1098.3448,1098.3448,1076.8514,-1181.0172,133.94473,133.94473,50,30.549374,53.395353,70.861029,33.304684,104.16571,238.11044,1747.8078,16690.335,0.93570561,1.0607056,0.93570561,0.6757134,395.10078,1,1,8,5000,14856.622,27965.407,15804.062,5000,5000,891.11619,5000,891.11619,1082.8767,0,1082.8767,-6.0252362
10.9,1099.9671,1099.9671,1079.0512,-1183.4297,133.94092,133.94092,50,30.548322,53.392595,71.005781,33.372717,104.3785,238.31942,1747.7777,16690.047,0.93566902,1.060669,0.93566902,0.67710539,395.10023,1,1,8,5000,14856.366,27964.925,15804.031,5000,5000,893.39911,5000,893.39911,1083.4375,0,1083.4375,-4.3863102
11,1101.548,1101.548,1081.192,-1185.7776,133.9371,133.9371,50,30.547268,53.389832,71.146658,33.438929,104.58559,238.52269,1747.7475,16689.759,0.93563236,1.0606324,0.93563236,0.6784605,395.09987,1,1,8,5000,14856.11,27964.443,15804.009,5000,5000,895.68622,5000,895.68622,1083.9894,0,1083.9894,-2.7973294
11.1,1103.0888,1103.0888,1083.2758,-1188.0629,133.93328,133.93328,50,30.546212,53.387065,71.283777,33.503375,104.78715,238.72043,1747.7172,16689.47,0.93559564,1.0605956,0.93559564,0.67977985,395.09971,1,1,8,5000,14855.853,27963.959,15803.995,5000,5000,897.97739,5000,897.97739,1084.5323,0,1084.5323,-1.2564804
11.2,1104.5907,1104.5907,1085.3042,-1190.2875,133.92945,133.92945,50,30.545154,53.384292,71.417252,33.566109,104.98336,238.91281,1747.6869,16689.181,0.93555886,1.0605589,0.93555886,0.68106452,395.09974,1,1,8,5000,14855.596,27963.475,15803.989,5000,5000,900.27252,5000,900.27252,1085.0662,0,1085.0662,0.2379904
11.3,1106.0548,1106.0548,1087.2789,-1192.4532,133.92561,133.92561,50,30.544095,53.381515,71.547194,33.627181,105.17438,239.09999,1747.6565,16688.891,0.93552201,1.060522,0.93552201,0.68231555,395.09996,1,1,8,5000,14855.339,27962.99,15803.99,5000,5000,902.57151,5000,902.57151,1085.5911,0,1085.5911,1.6877779
11.4,1107.4821,1107.4821,1089.2015,-1194.5618,133.92177,133.92177,50,30.543034,53.378733,71.673708,33.686643,105.36035,239.28212,1747.6261,16688.6,0.93548511,1.0604851,0.93548511,0.68353395,395.10035,1,1,8,5000,14855.081,27962.505,15803.998,5000,5000,904.87425,5000,904.87425,1086.1069,0,1086.1069,3.0945201
11.5,1108.8737,1108.8737,1091.0735,-1196.6149,133.91792,133.91792,50,30.541971,53.375947,71.796897,33.744542,105.54144,239.45936,1747.5957,16688.309,0.93544815,1.0604482,0.93544815,0.6847207,395.10091,1,1,8,5000,14854.822,27962.018,15804.014,5000,5000,907.18064,5000,907.18064,1086.6137,0,1086.6137,4.4598
11.6,1110.2305,1110.2305,1092.8965,-1198.6143,133.91406,133.91406,50,30.540907,53.373157,71.916859,33.800924,105.71778,239.63185,1747.5652,16688.018,0.93541114,1.0604111,0.93541114,0.68587675,395.10164,1,1,8,5000,14854.563,27961.531,15804.036,5000,5000,909.4906,5000,909.4906,1087.1114,0,1087.1114,5.7851466
11.7,1111.5536,1111.5536,1094.672,-1200.5615,133.9102,133.9102,50,30.539841,53.370362,72.033691,33.855835,105.88953,239.79973,1747.5346,16687.727,0.93537407,1.0603741,0.93537407,0.68700299,395.10254,1,1,8,5000,14854.304,27961.043,15804.066,5000,5000,911.80401,5000,911.80401,1087.6,0,1087.6,7.0720368
11.8,1112.8438,1112.8438,1096.4013,-1202.4581,133.90634,133.90634,50,30.538773,53.367564,72.147484,33.909318,106.0568,239.96314,1747.504,16687.434,0.93533695,1.0603369,0.93533695,0.68810031,395.10359,1,1,8,5000,14854.044,27960.554,15804.102,5000,5000,914.12081,5000,914.12081,1088.0794,0,1088.0794,8.3218967
11.9,1114.1021,1114.1021,1098.0857,-1204.3055,133.90247,133.90247,50,30.537704,53.364761,72.258328,33.961414,106.21974,240.12221,1747.4734,16687.142,0.93529977,1.0602998,0.93529977,0.68916955,395.1048,1,1,8,5000,14853.784,27960.065,15804.144,5000,5000,916.44088,5000,916.44088,1088.5496,0,1088.5496,9.5361034
12,1115.3293,1115.3293,1099.7267,-1206.1051,133.89859,133.89859,50,30.536633,53.361955,72.366309,34.012165,106.37847,240.27706,1747.4427,16686.849,0.93526255,1.0602626,0.93526255,0.69021154,395.10616,1,1,8,5000,14853.524,27959.575,15804.192,5000,5000,918.76416,5000,918.76416,1089.0107,0,1089.0107,10.715986
12.1,1116.5263,1116.5263,1101.3254,-1207.8585,133.89471,133.89471,50,30.535561,53.359145,72.471509,34.061609,106.53312,240.42783,1747.412,16686.556,0.93522528,1.0602253,0.93522528,0.69122706,395.10766,1,1,8,5000,14853.263,27959.084,15804.246,5000,5000,921.09056,5000,921.09056,1089.4625,0,1089.4625,11.862828
12.2,1117.6937,1117.6937,1102.883,-1209.5668,133.89082,133.89082,50,30.534488,53.356332,72.574009,34.109784,106.68379,240.57461,1747.3813,16686.262,0.93518796,1.060188,0.93518796,0.69221688,395.1093,1,1,8,5000,14853.002,27958.592,15804.306,5000,5000,923.41999,5000,923.41999,1089.9052,0,1089.9052,12.977866
12.3,1118.8325,1118.8325,1104.4008,-1211.2314,133.88693,133.88693,50,30.533413,53.353515,72.673886,34.156726,106.83061,240.71754,1747.3505,16685.968,0.9351506,1.0601506,0.9351506,0.69318173,395.11108,1,1,8,5000,14852.741,27958.1,15804.372,5000,5000,925.75238,5000,925.75238,1090.3385,0,1090.3385,14.062296
12.4,1119.9432,1119.9432,1105.8799,-1212.8536,133.88303,133.88303,50,30.532337,53.350694,72.771213,34.20247,106.97368,240.85671,1747.3197,16685.674,0.93511319,1.0601132,0.93511319,0.69412231,395.11299,1,1,8,5000,14852.479,27957.608,15804.443,5000,5000,928.08765,5000,928.08765,1090.7626,0,1090.7626,15.117269
12.5,1121.0267,1121.0267,1107.3213,-1214.4344,133.87913,133.87913,50,30.53126,53.34787,72.866064,34.24705,107.11311,240.99224,1747.2888,16685.379,0.93507574,1.0600757,0.93507574,0.69503931,395.11503,1,1,8,5000,14852.217,27957.115,15804.52,5000,5000,930.42574,5000,930.42574,1091.1774,0,1091.1774,16.143897
12.6,1122.0836,1122.0836,1108.7261,-1215.9751,133.87522,133.87522,50,30.530181,53.345043,72.958507,34.290498,107.24901,241.12423,1747.2579,16685.084,0.93503824,1.0600382,0.93503824,0.6959334,395.1172,1,1,8,5000,14851.955,27956.621,15804.601,5000,5000,932.76656,5000,932.76656,1091.5829,0,1091.5829,17.143252
12.7,1123.1146,1123.1146,1110.0954,-1217.4768,133.87131,133.87131,50,30.529101,53.342213,73.048609,34.332846,107.38145,241.25277,1747.227,16684.788,0.9350007,1.0600007,0.9350007,0.69680519,395.1195,1,1,8,5000,14851.692,27956.126,15804.688,5000,5000,935.11005,5000,935.11005,1091.979,0,1091.979,18.116366
12.8,1124.1202,1124.1202,1111.43,-1218.9406,133.8674,133.8674,50,30.52802,53.33938,73.136433,34.374124,107.51056,241.37796,1747.196,16684.493,0.93496312,1.0599631,0.93496312,0.69765531,395.12191,1,1,8,5000,14851.429,27955.631,15804.78,5000,5000,937.45614,5000,937.45614,1092.3658,0,1092.3658,19.064236
12.9,1125.1012,1125.1012,1112.731,-1220.3674,133.86348,133.86348,50,30.526938,53.336543,73.222043,34.41436,107.6364,241.49988,1747.165,16684.197,0.93492551,1.0599255,0.93492551,0.69848435,395.12444,1,1,8,5000,14851.166,27955.136,15804.876,5000,5000,939.80477,5000,939.80477,1092.7432,0,1092.7432,19.987822
13,1126.058,1126.058,1113.9992,-1221.7583,133.85956,133.85956,50,30.525855,53.333704,73.305498,34.453584,107.75908,241.61864,1747.1339,16683.9,0.93488785,1.0598879,0.93488785,0.69929286,395.12708,1,1,8,5000,14850.902,27954.64,15804.978,5000,5000,942.15586,5000,942.15586,1093.1112,0,1093.1112,20.888048
13.1,1126.9912,1126.9912,1115.2356,-1223.1142,133.85563,133.85563,50,30.52477,53.330862,73.386855,34.491822,107.87868,241.73431,1747.1029,16683.604,0.93485016,1.0598502,0.93485016,0.70008141,395.12984,1,1,8,5000,14850.639,27954.143,15805.083,5000,5000,944.50937,5000,944.50937,1093.4698,0,1093.4698,21.765808
13.2,1127.9014,1127.9014,1116.4409,-1224.4362,133.8517,133.8517,50,30.523685,53.328017,73.466169,34.529099,107.99527,241.84697,1747.0718,16683.307,0.93481243,1.0598124,0.93481243,0.70085051,395.1327,1,1,8,5000,14850.374,27953.646,15805.193,5000,5000,946.86522,5000,946.86522,1093.8189,0,1093.8189,22.621958
13.3,1128.7891,1128.7891,1117.616,-1225.7249,133.84777,133.84777,50,30.522598,53.325169,73.543494,34.565442,108.10894,241.9567,1747.0406,16683.009,0.93477466,1.0597747,0.93477466,0.70160068,395.13567,1,1,8,5000,14850.11,27953.148,15805.308,5000,5000,949.22335,5000,949.22335,1094.1586,0,1094.1586,23.457328
13.4,1129.6547,1129.6547,1118.7616,-1226.9814,133.84383,133.84383,50,30.52151,53.322319,73.618882,34.600875,108.21976,242.06359,1747.0095,16682.712,0.93473686,1.0597369,0.93473686,0.7023324,395.13874,1,1,8,5000,14849.845,27952.65,15805.427,5000,5000,951.58372,5000,951.58372,1094.4889,0,1094.4889,24.272714
13.5,1130.4988,1130.4988,1119.8786,-1228.2064,133.83989,133.83989,50,30.520422,53.319466,73.692381,34.635419,108.3278,242.16769,1746.9783,16682.414,0.93469903,1.059699,0.93469903,0.70304614,395.14191,1,1,8,5000,14849.581,27952.152,15805.55,5000,5000,953.94627,5000,953.94627,1094.8097,0,1094.8097,25.068882
13.6,1131.3218,1131.3218,1120.9675,-1229.4007,133.83594,133.83594,50,30.519332,53.316611,73.76404,34.669099,108.43314,242.26908,1746.9471,16682.116,0.93466116,1.0596612,0.93466116,0.70374236,395.14518,1,1,8,5000,14849.316,27951.653,15805.676,5000,5000,956.31093,5000,956.31093,1095.121,0,1095.121,25.846573
13.7,1132.1242,1132.1242,1122.0292,-1230.5651,133.83199,133.83199,50,30.518241,53.313753,73.833903,34.701935,108.53584,242.36783,1746.9158,16681.818,0.93462326,1.0596233,0.93462326,0.70442149,395.14855,1,1,8,5000,14849.05,27951.153,15805.807,5000,5000,958.67766,5000,958.67766,1095.4227,0,1095.4227,26.606497
13.8,1132.9063,1132.9063,1123.0643,-1231.7003,133.82804,133.82804,50,30.51715,53.310893,73.902016,34.733948,108.63596,242.46401,1746.8846,16681.519,0.93458533,1.0595853,0.93458533,0.70508394,395.15201,1,1,0,5000,14848.785,27950.654,15805.942,5000,5000,961.04641,5000,961.04641,1095.715,0,1095.715,27.349339
13.9,1133.6685,1133.6685,1124.0734,-1232.807,133.82409,133.82409,50,30.516057,53.30803,73.968421,34.765158,108.73358,242.55767,1746.8533,16681.22,0.93454736,1.0595474,0.93454736,0.70573014,395.15556,1,1,0,5000,14848.519,27950.153,15806.08,5000,5000,963.41712,5000,963.41712,1095.9977,0,1095.9977,28.075758
14,1134.4114,1134.4114,1125.0572,-1233.886,133.82013,133.82013,50,30.514964,53.305165,74.033158,34.795584,108.82874,242.64887,1746.822,16680.921,0.93450937,1.0595094,0.93450937,0.70636045,395.1592,1,1,0,5000,14848.253,27949.653,15806.222,5000,5000,965.78974,5000,965.78974,1096.2708,0,1096.2708,28.786388
14.1,1135.1351,1135.1351,1126.0163,-1234.9378,133.81617,133.81617,50,30.51387,53.302298,74.096266,34.825245,108.92151,242.73768,1746.7906,16680.622,0.93447135,1.0594714,0.93447135,0.70697527,395.16293,1,1,0,5000,14847.987,27949.152,15806.368,5000,5000,968.16423,5000,968.16423,1096.5344,0,1096.5344,29.48184
14.2,1135.8402,1135.8402,1126.9511,-1235.9631,133.8122,133.8122,50,30.512775,53.299429,74.157784,34.854159,109.01194,242.82415,1746.7593,16680.322,0.9344333,1.0594333,0.9344333,0.70757493,395.16675,1,1,0,5000,14847.72,27948.65,15806.517,5000,5000,970.54054,5000,970.54054,1096.7884,0,1096.7884,30.1627
14.3,1136.5269,1136.5269,1127.8624,-1236.9625,133.80824,133.80824,50,30.511679,53.296558,74.217748,34.882342,109.10009,242.90833,1746.7279,16680.022,0.93439523,1.0593952,0.93439523,0.70815981,395.17065,1,1,0,5000,14847.454,27948.148,15806.67,5000,5000,972.91862,5000,972.91862,1097.0328,0,1097.0328,30.829533
14.4,1137.1955,1137.1955,1128.7505,-1237.9365,133.80427,133.80427,50,30.510582,53.293685,74.276193,34.909811,109.186,242.99027,1746.6965,16679.723,0.93435712,1.0593571,0.93435712,0.70873021,395.17463,1,1,0,5000,14847.187,27947.646,15806.826,5000,5000,975.29843,5000,975.29843,1097.2677,0,1097.2677,31.482882
